"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","36","test  suite2","","","","","Create token - invalid password",""
"failed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","61","test  suite4","","","","","(ProdTest)Get specific valid ID",""
"failed","Mon Feb 28 11:07:05 GMT 2022","Mon Feb 28 11:07:05 GMT 2022","15","test  suite5","","","","","Partial update booking - firstname & lastname",""
"failed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","41","test  suite5","","","","","Get booking ID by existent firstname",""
"passed","Mon Feb 28 11:07:07 GMT 2022","Mon Feb 28 11:07:07 GMT 2022","38","test  suite3","","","","","Delete booking - non-existent",""
"passed","Mon Feb 28 11:07:07 GMT 2022","Mon Feb 28 11:07:07 GMT 2022","40","test  suite1","","","","","ProdTest)Create valid booking",""
"failed","Mon Feb 28 11:07:07 GMT 2022","Mon Feb 28 11:07:07 GMT 2022","10","test  suite6","","","","","Update booking - valid",""
"failed","Mon Feb 28 11:07:05 GMT 2022","Mon Feb 28 11:07:05 GMT 2022","3","test  suite5","","","","","Partial update booking - total price & deposit paid",""
"passed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","53","test  suite2","","","","","(ProdTest):Create token - valid",""
"failed","Mon Feb 28 11:07:07 GMT 2022","Mon Feb 28 11:07:07 GMT 2022","2","test  suite6","","","","","Update booking - non-existent",""
"failed","Mon Feb 28 11:07:05 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","72","test  suite5","","","","","Get all IDs",""
"failed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","47","test  suite5","","","","","Get booking ID by existent firstname and lastname",""
"passed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","29","test  suite5","","","","","Get booking ID - empty checkout date header",""
"passed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","31","test  suite4","","","","","(ProdTest) Get specific invalid ID",""
"failed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","37","test  suite5","","","","","Get booking ID by existent lastname",""
"passed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","29","test  suite2","","","","","(ProdTest):Create token - invalid username",""
"passed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","44","test  suite4","","","","","(ProdTest) Get specific valid ID without Accept header",""
"failed","Mon Feb 28 11:07:05 GMT 2022","Mon Feb 28 11:07:05 GMT 2022","2","test  suite5","","","","","Partial update booking - additional needs",""
"failed","Mon Feb 28 11:07:05 GMT 2022","Mon Feb 28 11:07:05 GMT 2022","2","test  suite5","","","","","Partial update booking - checkin & checkout date",""
"passed","Mon Feb 28 11:07:07 GMT 2022","Mon Feb 28 11:07:07 GMT 2022","30","test  suite1","","","","","ProdTest)Create invalid booking",""
"passed","Mon Feb 28 11:07:06 GMT 2022","Mon Feb 28 11:07:06 GMT 2022","45","test  suite5","","","","","Get booking ID - empty checkin date header",""
"passed","Mon Feb 28 11:07:07 GMT 2022","Mon Feb 28 11:07:07 GMT 2022","44","test  suite3","","","","","Delete booking - valid",""
"failed","Mon Feb 28 11:07:05 GMT 2022","Mon Feb 28 11:07:05 GMT 2022","2","test  suite5","","","","","Partial update booking - non-existent booking",""
