"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","42","test  suite2","","","","","(ProdTest):Create token - invalid username",""
"skipped","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","1","test  suite6","","","","","Update booking - non-existent",""
"skipped","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","1","test  suite3","","","","","Delete booking - non-existent",""
"passed","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","29","test  suite4","","","","","(ProdTest) Get specific invalid ID",""
"skipped","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","5","test  suite6","","","","","Update booking - valid",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","0","test  suite5","","","","","Partial update booking - non-existent booking",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","0","test  suite5","","","","","Get booking ID by existent firstname",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","5","test  suite5","","","","","Get all IDs",""
"skipped","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","6","test  suite3","","","","","Delete booking - valid",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","1","test  suite5","","","","","Partial update booking - checkin & checkout date",""
"passed","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","32","test  suite1","","","","","ProdTest)Create invalid booking",""
"passed","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","51","test  suite1","","","","","ProdTest)Create valid booking",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","0","test  suite5","","","","","Get booking ID - empty checkin date header",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","1","test  suite5","","","","","Get booking ID - empty checkout date header",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","1","test  suite5","","","","","Partial update booking - additional needs",""
"failed","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","67","test  suite4","","","","","(ProdTest)Get specific valid ID",""
"passed","Sun Feb 20 15:19:44 GMT 2022","Sun Feb 20 15:19:44 GMT 2022","38","test  suite4","","","","","(ProdTest) Get specific valid ID without Accept header",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","0","test  suite2","","","","","Create token - invalid password",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","21","test  suite5","","","","","Partial update booking - firstname & lastname",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","1","test  suite5","","","","","Get booking ID by existent firstname and lastname",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","0","test  suite5","","","","","Get booking ID by existent lastname",""
"passed","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","102","test  suite2","","","","","(ProdTest):Create token - valid",""
"skipped","Sun Feb 20 15:19:43 GMT 2022","Sun Feb 20 15:19:43 GMT 2022","0","test  suite5","","","","","Partial update booking - total price & deposit paid",""
