"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","11","test  suite5","","","","","Partial update booking - non-existent booking",""
"skipped","Sun Feb 20 15:24:08 GMT 2022","Sun Feb 20 15:24:08 GMT 2022","0","test  suite2","","","","","Create token - invalid password",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","1","test  suite5","","","","","Partial update booking - additional needs",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","0","test  suite5","","","","","Get booking ID - empty checkin date header",""
"passed","Sun Feb 20 15:24:08 GMT 2022","Sun Feb 20 15:24:08 GMT 2022","254","test  suite2","","","","","(ProdTest):Create token - invalid username",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","1","test  suite5","","","","","Get booking ID - empty checkout date header",""
"skipped","Sun Feb 20 15:24:15 GMT 2022","Sun Feb 20 15:24:15 GMT 2022","5","test  suite6","","","","","Update booking - valid",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","0","test  suite5","","","","","Get booking ID by existent firstname",""
"failed","Sun Feb 20 15:24:08 GMT 2022","Sun Feb 20 15:24:13 GMT 2022","5008","test  suite4","","","","","(ProdTest)Get specific valid ID",""
"skipped","Sun Feb 20 15:24:16 GMT 2022","Sun Feb 20 15:24:16 GMT 2022","5","test  suite3","","","","","Delete booking - valid",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","6","test  suite5","","","","","Get all IDs",""
"skipped","Sun Feb 20 15:24:16 GMT 2022","Sun Feb 20 15:24:16 GMT 2022","0","test  suite3","","","","","Delete booking - non-existent",""
"skipped","Sun Feb 20 15:24:15 GMT 2022","Sun Feb 20 15:24:15 GMT 2022","1","test  suite6","","","","","Update booking - non-existent",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","9","test  suite5","","","","","Partial update booking - firstname & lastname",""
"passed","Sun Feb 20 15:24:15 GMT 2022","Sun Feb 20 15:24:16 GMT 2022","251","test  suite1","","","","","ProdTest)Create valid booking",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","0","test  suite5","","","","","Partial update booking - checkin & checkout date",""
"passed","Sun Feb 20 15:24:14 GMT 2022","Sun Feb 20 15:24:15 GMT 2022","1257","test  suite4","","","","","(ProdTest) Get specific invalid ID",""
"passed","Sun Feb 20 15:24:16 GMT 2022","Sun Feb 20 15:24:16 GMT 2022","258","test  suite1","","","","","ProdTest)Create invalid booking",""
"passed","Sun Feb 20 15:24:13 GMT 2022","Sun Feb 20 15:24:14 GMT 2022","246","test  suite4","","","","","(ProdTest) Get specific valid ID without Accept header",""
"passed","Sun Feb 20 15:24:08 GMT 2022","Sun Feb 20 15:24:08 GMT 2022","357","test  suite2","","","","","(ProdTest):Create token - valid",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","0","test  suite5","","","","","Partial update booking - total price & deposit paid",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","0","test  suite5","","","","","Get booking ID by existent lastname",""
"skipped","Sun Feb 20 15:24:07 GMT 2022","Sun Feb 20 15:24:07 GMT 2022","1","test  suite5","","","","","Get booking ID by existent firstname and lastname",""
