"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 19 16:55:09 GMT 2022","Sat Feb 19 16:55:10 GMT 2022","220","test  suite1","","","","","ProdTest)Create invalid booking",""
"failed","Sat Feb 19 16:55:08 GMT 2022","Sat Feb 19 16:55:08 GMT 2022","263","test  suite4","","","","","(ProdTest)Get specific valid ID",""
"passed","Sat Feb 19 16:55:09 GMT 2022","Sat Feb 19 16:55:09 GMT 2022","269","test  suite1","","","","","ProdTest)Create valid booking",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","1","test  suite5","","","","","Get booking ID by existent firstname and lastname",""
"passed","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:08 GMT 2022","335","test  suite2","","","","","(ProdTest):Create token - valid",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","1","test  suite5","","","","","Get booking ID - empty checkout date header",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","0","test  suite5","","","","","Partial update booking - total price & deposit paid",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","0","test  suite5","","","","","Get booking ID by existent lastname",""
"passed","Sat Feb 19 16:55:08 GMT 2022","Sat Feb 19 16:55:09 GMT 2022","249","test  suite4","","","","","(ProdTest) Get specific valid ID without Accept header",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","7","test  suite5","","","","","Get all IDs",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","1","test  suite5","","","","","Get booking ID by existent firstname",""
"skipped","Sat Feb 19 16:55:09 GMT 2022","Sat Feb 19 16:55:09 GMT 2022","1","test  suite6","","","","","Update booking - non-existent",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","0","test  suite5","","","","","Get booking ID - empty checkin date header",""
"passed","Sat Feb 19 16:55:09 GMT 2022","Sat Feb 19 16:55:09 GMT 2022","262","test  suite4","","","","","(ProdTest) Get specific invalid ID",""
"passed","Sat Feb 19 16:55:08 GMT 2022","Sat Feb 19 16:55:08 GMT 2022","221","test  suite2","","","","","(ProdTest):Create token - invalid username",""
"skipped","Sat Feb 19 16:55:08 GMT 2022","Sat Feb 19 16:55:08 GMT 2022","1","test  suite2","","","","","Create token - invalid password",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","0","test  suite5","","","","","Partial update booking - additional needs",""
"skipped","Sat Feb 19 16:55:09 GMT 2022","Sat Feb 19 16:55:09 GMT 2022","5","test  suite6","","","","","Update booking - valid",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","1","test  suite5","","","","","Partial update booking - non-existent booking",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","15","test  suite5","","","","","Partial update booking - firstname & lastname",""
"skipped","Sat Feb 19 16:55:07 GMT 2022","Sat Feb 19 16:55:07 GMT 2022","1","test  suite5","","","","","Partial update booking - checkin & checkout date",""
"skipped","Sat Feb 19 16:55:10 GMT 2022","Sat Feb 19 16:55:10 GMT 2022","1","test  suite3","","","","","Delete booking - non-existent",""
"skipped","Sat Feb 19 16:55:10 GMT 2022","Sat Feb 19 16:55:10 GMT 2022","5","test  suite3","","","","","Delete booking - valid",""
