"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 28 09:30:53 GMT 2022","Mon Feb 28 09:30:53 GMT 2022","250","test  suite1","","","","","ProdTest)Create valid booking",""
"passed","Mon Feb 28 09:30:52 GMT 2022","Mon Feb 28 09:30:52 GMT 2022","224","test  suite4","","","","","(ProdTest) Get specific valid ID without Accept header",""
"failed","Mon Feb 28 09:30:49 GMT 2022","Mon Feb 28 09:30:49 GMT 2022","2","test  suite5","","","","","Partial update booking - additional needs",""
"failed","Mon Feb 28 09:30:50 GMT 2022","Mon Feb 28 09:30:50 GMT 2022","235","test  suite5","","","","","Get booking ID by existent firstname and lastname",""
"passed","Mon Feb 28 09:30:51 GMT 2022","Mon Feb 28 09:30:51 GMT 2022","240","test  suite2","","","","","(ProdTest):Create token - invalid username",""
"passed","Mon Feb 28 09:30:51 GMT 2022","Mon Feb 28 09:30:51 GMT 2022","258","test  suite2","","","","","(ProdTest):Create token - valid",""
"failed","Mon Feb 28 09:30:49 GMT 2022","Mon Feb 28 09:30:50 GMT 2022","253","test  suite5","","","","","Get booking ID by existent firstname",""
"failed","Mon Feb 28 09:30:49 GMT 2022","Mon Feb 28 09:30:49 GMT 2022","3","test  suite5","","","","","Partial update booking - non-existent booking",""
"failed","Mon Feb 28 09:30:53 GMT 2022","Mon Feb 28 09:30:53 GMT 2022","2","test  suite6","","","","","Update booking - non-existent",""
"passed","Mon Feb 28 09:30:54 GMT 2022","Mon Feb 28 09:30:54 GMT 2022","245","test  suite3","","","","","Delete booking - non-existent",""
"passed","Mon Feb 28 09:30:54 GMT 2022","Mon Feb 28 09:30:54 GMT 2022","231","test  suite3","","","","","Delete booking - valid",""
"failed","Mon Feb 28 09:30:50 GMT 2022","Mon Feb 28 09:30:50 GMT 2022","246","test  suite5","","","","","Get booking ID by existent lastname",""
"failed","Mon Feb 28 09:30:52 GMT 2022","Mon Feb 28 09:30:52 GMT 2022","249","test  suite4","","","","","(ProdTest)Get specific valid ID",""
"passed","Mon Feb 28 09:30:50 GMT 2022","Mon Feb 28 09:30:51 GMT 2022","242","test  suite5","","","","","Get booking ID - empty checkout date header",""
"failed","Mon Feb 28 09:30:53 GMT 2022","Mon Feb 28 09:30:53 GMT 2022","12","test  suite6","","","","","Update booking - valid",""
"passed","Mon Feb 28 09:30:53 GMT 2022","Mon Feb 28 09:30:53 GMT 2022","234","test  suite1","","","","","ProdTest)Create invalid booking",""
"passed","Mon Feb 28 09:30:51 GMT 2022","Mon Feb 28 09:30:52 GMT 2022","228","test  suite2","","","","","Create token - invalid password",""
"failed","Mon Feb 28 09:30:49 GMT 2022","Mon Feb 28 09:30:49 GMT 2022","342","test  suite5","","","","","Get all IDs",""
"failed","Mon Feb 28 09:30:49 GMT 2022","Mon Feb 28 09:30:49 GMT 2022","27","test  suite5","","","","","Partial update booking - firstname & lastname",""
"passed","Mon Feb 28 09:30:52 GMT 2022","Mon Feb 28 09:30:52 GMT 2022","234","test  suite4","","","","","(ProdTest) Get specific invalid ID",""
"failed","Mon Feb 28 09:30:49 GMT 2022","Mon Feb 28 09:30:49 GMT 2022","3","test  suite5","","","","","Partial update booking - total price & deposit paid",""
"failed","Mon Feb 28 09:30:49 GMT 2022","Mon Feb 28 09:30:49 GMT 2022","2","test  suite5","","","","","Partial update booking - checkin & checkout date",""
"passed","Mon Feb 28 09:30:50 GMT 2022","Mon Feb 28 09:30:50 GMT 2022","237","test  suite5","","","","","Get booking ID - empty checkin date header",""
