"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Feb 18 07:45:56 GMT 2022","Fri Feb 18 07:45:56 GMT 2022","0","test  suite2","","","","","Create token - invalid password",""
"passed","Fri Feb 18 07:45:57 GMT 2022","Fri Feb 18 07:45:57 GMT 2022","245","test  suite4","","","","","(ProdTest) Get specific invalid ID",""
"passed","Fri Feb 18 07:45:56 GMT 2022","Fri Feb 18 07:45:56 GMT 2022","248","test  suite4","","","","","(ProdTest)Get specific valid ID",""
"skipped","Fri Feb 18 07:45:58 GMT 2022","Fri Feb 18 07:45:58 GMT 2022","0","test  suite3","","","","","Delete booking - non-existent",""
"passed","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:56 GMT 2022","335","test  suite2","","","","","(ProdTest):Create token - valid",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","5","test  suite5","","","","","Get all IDs",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","0","test  suite5","","","","","Partial update booking - additional needs",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","8","test  suite5","","","","","Partial update booking - firstname & lastname",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","0","test  suite5","","","","","Partial update booking - non-existent booking",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","0","test  suite5","","","","","Get booking ID by existent firstname",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","0","test  suite5","","","","","Partial update booking - total price & deposit paid",""
"passed","Fri Feb 18 07:45:56 GMT 2022","Fri Feb 18 07:45:57 GMT 2022","236","test  suite4","","","","","(ProdTest) Get specific valid ID without Accept header",""
"passed","Fri Feb 18 07:45:56 GMT 2022","Fri Feb 18 07:45:56 GMT 2022","227","test  suite2","","","","","(ProdTest):Create token - invalid username",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","0","test  suite5","","","","","Get booking ID - empty checkin date header",""
"skipped","Fri Feb 18 07:45:57 GMT 2022","Fri Feb 18 07:45:57 GMT 2022","1","test  suite6","","","","","Update booking - non-existent",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","0","test  suite5","","","","","Get booking ID - empty checkout date header",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","0","test  suite5","","","","","Get booking ID by existent firstname and lastname",""
"passed","Fri Feb 18 07:45:58 GMT 2022","Fri Feb 18 07:45:58 GMT 2022","219","test  suite1","","","","","ProdTest)Create invalid booking",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","1","test  suite5","","","","","Get booking ID by existent lastname",""
"skipped","Fri Feb 18 07:45:58 GMT 2022","Fri Feb 18 07:45:58 GMT 2022","5","test  suite3","","","","","Delete booking - valid",""
"skipped","Fri Feb 18 07:45:55 GMT 2022","Fri Feb 18 07:45:55 GMT 2022","1","test  suite5","","","","","Partial update booking - checkin & checkout date",""
"skipped","Fri Feb 18 07:45:57 GMT 2022","Fri Feb 18 07:45:57 GMT 2022","5","test  suite6","","","","","Update booking - valid",""
"passed","Fri Feb 18 07:45:57 GMT 2022","Fri Feb 18 07:45:58 GMT 2022","248","test  suite1","","","","","ProdTest)Create valid booking",""
